"Title","ID","Created Date","Updated Date","Owner","workNumber","comment","score","replyCount","replyTo","submissionTime"
"","comment-001348","2026-04-23T04:12:01Z","2026-04-23T04:12:01Z","user-0060","226","整张谱看下来感觉写法非常稳健，但没有把这首歌的活力和可爱完全体现出来。
捏的核心配置没啥问题，但一方面是一副和二副重复度高，另一方面是希望配置可以再跳脱一些。可能一副减少星星复杂度或者量，多写一些位移跳一些的键盘会更好？
比较喜欢从37s到40s换一个场景就换一个配置的写法，但是中华那部分的16分扫减少了紧张感，建议换成全交互
形如1：11的一笔画不好看，不过不作为减分点，仅仅是建议这里换一种衔接方式
1:14处的分页扫有点跳杀（不知道谱师是不是想押pv的跳跃
最后私心提一点：歌曲中那种嘀嘀嘀的音效（比如开头），写成紫螺旋那种16分转圈，甚至可能加上折返就更好玩了
这张谱会给到一个偏高的分数，谱师辛苦了，祝好成绩","753","","",""
"","comment-001349","2026-04-21T19:51:35Z","2026-04-21T19:51:35Z","user-0164","211","采音怪怪的，有点太卡拉ok了，可以在适当的位置补音。配置的选用也很奇怪，赞不绝口式的同起点用得不是很好，换成强度小点的8分配置比较好，而且为了押byebyebye和爱爱爱，没有用人声的332结构而是用4分音，这点不太好。touch的使用也不是很好，可以写一些tap的简单键盘。整体算一张可以游玩，有点小巧思的谱面。都是一些很好纠正的毛病，相信你是谱师里的潜力股。","618","","",""
"","comment-001350","2026-04-19T19:15:29Z","2026-04-19T19:15:29Z","user-0048","170","看起来是比较糟糕的了，谱面段落感做的很不足，难度划分也不太合理
首先星星一会快一会慢对观感和手感的影响都很大，而且这谱用了不少叠星星，对读谱的干扰会更多，如果是neta适度即可，大规模使用会显得繁琐
就采音方面来说也采的过满了，暴走p的歌懂得都懂，高bpm下长时间爆发只会让人觉得反感，简单来说就是难的没意思
*多注重一下基本功吧*","318","","",""
"","comment-001351","2026-04-23T18:52:14Z","2026-04-23T18:52:14Z","user-0171","218","会场少见的标准谱面呢……
嗯，认真来说，写的非常有旧框时代的感觉。我也很吃这一套。
不过这个bpm下，硬抗的手感终究是不好的。可以看得出谱师似乎很喜欢硬抗啊（笑）
整张谱面的难度分配我觉得是很符合旧框时代的风格的，包括配置部分，让我想到了官谱L3。
不过遗憾的是，虽然写的很不错，但创新性上确实略有不足，以及手感上也有不舒服的地方。所以我能给出的建议就是舍点音，补足下手感的问题。
前后段落的重复配置下，可以尝试改一改星星形状，做一个区分。
总体来说，建议通过舍音来优化。","700","","",""
"","comment-001352","2026-05-08T16:33:44Z","2026-05-08T16:33:44Z","user-0175","195","很有小巧思的谱面，能看得出来note designer在模拟音色上面花了很大的心思（其实这点很加分
只不过170cb那一段很明显的正拍鼓居然没采！！
300cb那一块清晰下去了就没必要加启动了
我喜欢这个","768","","",""
"","comment-001353","2026-05-08T12:41:02Z","2026-05-08T12:41:02Z","user-0129","271","辛苦了，谱师配置库严重匮乏，相同配置用了一遍一遍又一遍，我觉得歌曲没有变化那谱面也不能没什么变化。比如后段副歌和前段只是有几个绝赞的区别，看得出来是一个赶稿。
采音实在是过于依赖人声，这歌的背景音很丰富，应当多采背景音才对，不然结果就是你现在这样一个配置从头用到尾，采音是很重要的！150字150字15","715","","",""
"","comment-001354","2026-04-29T14:38:08Z","2026-04-29T14:38:08Z","user-0040","44","还不错，中规中矩算及格吧 整张谱面较为简洁
美中不足的是副歌touch扫效果不太好显得整个副歌很臃肿
其他地方的话重复稍微有点多了可以试着多变化一下
挑不出太大毛病 加油","768","","",""
"","comment-001355","2026-04-11T15:37:46Z","2026-04-11T15:37:46Z","user-0170","12","全程死跟人声导致主歌配置散装强度起飞，副歌补音太多导致又臃肿又不好玩，后面可以说是彻底放飞自我了，仍需努力","265","","",""
"","comment-001356","2026-04-17T16:14:27Z","2026-04-17T16:14:27Z","user-0004","202","You might have overcooked with this one.

I think the chart plays really well. The patterns were telegraphed properly and the slides are adequate enough to maintain the fun of the chart.

But there is the looming feeling behind me that tells me that this chart really didn't have to go this hard. There are lot of breaks for a rather upbeat cheerful song that I feel like benefit much more if the song was positioned in such a way where the player never feels tired from it. The references you used are clear and they were very obvious here but the way you positioned them is a bit too overexerting, feels like it ate my stamina more than it touched my heart. The more I look at this chart, it really feels like an overcooked Safata chart LMAO.

I quite like the motif during the chorus at Combo 354 and the variation as well. But once again, as cool as it is, it doesn't feel particularly comfortable with this song. It was a good idea and really good execution but it felt like it was used on the wrong song.

This is actually really hard for me to score because you succeeded in doing what a 'Charting Contest' is supposed to be all about but on a wider game design spectrum, you failed. Well, this is more of a charting contest so I will give you a decent score for this. Hope you understand.

Thank you for your hard work.","768","","",""
"","comment-001357","2026-04-13T15:37:18Z","2026-04-13T15:37:18Z","user-0004","83","I mean if you were going to be unreasonable, at least make the ending normal taps. Why did you decide to change to ex taps when your whole chart is already Standard? That really sours my tastebuds.

I perfectly understood that you want to achieve the old chart vibe and as much as you almost did. You failed to represent the chart of old charts through your work. Ignoring the small Umiyuri pattern usage, there are sections where the crosshand doesn't work very well with the rest of the chart. I'm really not the best at doing Standard charting, especially ones like this but I think as an old player, I actually would not revisit this chart if given the chance to.

Thank you for your hard work.","483","","",""
"","comment-001358","2026-04-15T15:51:00Z","2026-04-15T15:51:00Z","user-0170","75","采音问题有点大，一是补音太夸张，过饱和了，二是卡拉ok的段落有点多，还有些逻辑冲突的地方，比如1分37秒开始的buildup人声没完全跟人声鼓点没完全跟鼓点（二主问题也有点大，其实应该根据inst的变化来做出区分度），很多时候往往会因为你强度平衡不佳导致没法好好表现出你着重想要表现的地方，把1主那种感觉保持到结束就好了","400","","",""
"","comment-001359","2026-05-05T20:16:57Z","2026-05-05T20:16:57Z","user-0163","289","选曲的原因吧算是，采音倒是没什么问题，但想写好写出亮点来很不简单，配置库受限了可能是，很多地方和音色的表现都不尽人意，整体来说只能算及格。副歌开头的短接长算是小亮点，结尾的复踏也算是贴歌的，但总有种......呃各写各的感觉（感觉这样写合适就写了），连贯性和整体性不够，恕我不能给出很漂亮的分数。继续加油吧！","603","","",""
"","comment-001360","2026-05-08T06:42:40Z","2026-05-08T06:42:40Z","user-0216","253","可以夸的点有很多，星星样式采音以及氛围上都做得特别好。开头的星星简简单单很贴歌，尤其是折线星星一笔画，不过感觉相比整首歌的难度来说，可以稍微做点减法，尤其开头第二段的难度起得稍微有点高。主歌挺扎实的，36的贴边星星折返押音色有记忆点。build up也写得没有毛病，减法做得合理。到dubstep直接飞起来了，touchhold的运用跟配置加在一起有种1+1＞2的感觉。后面的副歌段也是很贴歌，复踏运用得不错，特别是贴边星星＋管子的设计，就该这么写啊。唯一不足的地方就是结尾跟萎掉了一样，有点可惜，感觉最后如果稍微改进一下稳t1的","798","","",""
"","comment-001361","2026-04-21T17:22:33Z","2026-04-21T17:22:33Z","user-0207","221","非常华丽的写法，在丰富的节奏与音色中塞满了各种各样的特色配置，非常好地体现出了歌曲的喧哗感。本来以为塞了很多配置内容，上机会打得很狼狈，但是实际上机之后非常舒服，很容易就AP了！","933","","",""
"","comment-001362","2026-04-18T02:10:54Z","2026-04-18T02:10:54Z","user-0097","194","好捏他，奖励你简易长矛","0","","comment-001608","2026-04-18T02:10:54.440Z"
"","comment-001363","2026-04-12T05:18:29Z","2026-04-12T05:18:29Z","user-0136","92","辛苦了，写的不错~比我的也够谱面好多了~
打起来能体会到小巧思在里面，不过变色星星上机看不出来有点可惜就是
168cb和448cb的两个启动拍确实没看懂，感觉有点奇怪
写的好","768","","",""
"","comment-001364","2026-04-19T04:04:34Z","2026-04-19T04:04:34Z","user-0057","186","感谢你的评论！对于“一些地方可能会有点飞手”这一点，由于这歌本身bpm230的前提下，尽管只是8分的位移距离一大都会显得有些飞，这个已经尽量在避免了，但是还是会有一些地方疏忽导致会有点飞TwT。Neta这一块我也是下了不少功夫的呢（哼哼），在不影响正常游玩的前提下做了一些neta！总之感谢你喜欢我的谱面！","0","","comment-000668","2026-04-19T04:04:35.631Z"
"","comment-001365","2026-04-14T16:57:03Z","2026-04-14T16:57:03Z","user-0109","187","好谱，节奏手感配置把握的很到位
可惜没什么记忆点，放在比赛里太吃亏了，就像官谱里水水的13hh","753","","",""
"","comment-001366","2026-04-11T04:12:01Z","2026-04-11T04:12:01Z","user-0094","111","很难的谱，体感至少有14了。这个13是旧框定数嘛（
由于把跳拍融入了副歌段的拍划中，位移还很大，导致读谱不是很容易，而且一旦打错还会把星星划快。
但我依旧认为这是一张神谱。
在这么复杂的配置下仍然写出了一个很奇妙的手序，只要看懂了就会觉得太牛逼了，这写的够我学一辈子（
尤其是后面的华尔兹圈，手序读懂后转起来爽飞了，华尔兹圈就该这么写！
唯一一个问题就是651cb处的变色星星改了bpm太初见杀了，如果不是看auto我自己估计很难弄明白咋打的
真的是很优秀的，完成度很高的谱面！谱师辛苦啦
祝玩的开心！","918","","",""
"","comment-001367","2026-04-13T04:52:11Z","2026-04-13T04:52:11Z","","108","感谢评论！这个地方应该不太算引导错误吧，给的反应时间还是比较充足的，本意是想通过手序变化来把最后一段副歌引出来，这里在最早的时候写的是逆时针顺手的，但发现要作为引出最后一段的过渡，这个配置有点点简单有点点素，因此这样修改了一下。总之还是感谢评论！","0","","comment-003534","2026-04-13T04:52:10.865Z"
"","comment-001368","2026-04-12T04:48:28Z","2026-04-12T04:48:28Z","user-0256","156","其实折返星星是在押pv，后半大扫是尝试看了一下sdvx谱面有感而发）","0","","comment-001928","2026-04-12T04:48:27.165Z"
"","comment-001369","2026-04-19T11:30:01Z","2026-04-19T11:30:01Z","user-0056","216","首先475cb的多押无理我就不多说了，虽然玩的时候星星会提前黄掉结束，但写谱原则就是原则（这里只会扣一点分，主要给分还是看整体配置）
79cb感觉少采了一个音，听着有点缺失。
153cb，199cb，242cb突然来了一个16分，而前面一直在采8分鼓点，这显得很突兀。
570cb这段转圈难度突然增加显得不是很自然，虽然是尾杀段但尾杀段也要有尾杀的考量。
263cb，526cb的一笔画星星也很贴脸，虽然加了保护套，但还是显得很怪异。
325～393的非cth运用倒是全谱比较好的一段，这个有点亮眼
后面副二对前面副一除了绝赞并没有做出很好的分差，这点是写谱有点忌讳的。
以下是各方面整体评价：
歌曲契合程度；中等，整体给人的感觉更多是在画图。
谱面创意性：中上，整体创意性不够，但不乏有亮眼的地方。
歌曲采音状况：中下，采音比较随意，并没有明显区分人声和鼓点的特色。
谱面手顺/手感舒适度：中上，存在少量可以接受的卡手换手配置。","633","","",""
"","comment-001370","2026-05-03T10:59:45Z","2026-05-03T10:59:45Z","user-0172","261","感觉谱面整体东西偏多了，一上来就很多东西。加上歌本身的原因听起来像是不规则拍子，加上谱面没有把控复杂程度导致谱面杂乱感被进一步强化了，尤其是副歌最明显，会感觉抓不到重点。但是感觉可能更多是因为歌的原因。1:35这边星星还有判定问题，两条星星不是同时进入A区的而且因为速度差的比较大导致进入时间有明显差距，可能不存在一个timing能够同时判黄两条星星尾巴（就是说需要通过非正攻的方式留着贴边半根不处理先滑完s再滑掉贴边），属于设计失误了。","633","","",""
"","comment-001371","2026-04-15T02:10:17Z","2026-04-15T02:10:17Z","user-0240","168","这个作品或许在现代审美中，很难获得大众的认同，无论是直上直下的单双摆键，还是单一的星星用法，想要得要一个相对满意的分数，应该是比较困难的，不过，结合Ray这个非常古老的音游曲中，源屋标志性的八分鼓点节奏，这个作品竟能体现中一种返璞归真的纯粹感，如果在一个官谱中寻找类似的影子，我可能会想到acceleration这种，在第一次游玩这个谱面时，我就被这种纯粹地，忠实地反映歌曲节奏的写法折服，能在舞萌自制迭代许多次后的今天在大型比赛中看到这样的作品，属实令人喜不自胜，让我不禁回忆起，曾经学生时代的我刚入坑时，沉浸在歌曲节奏中的一个个单休日的下午，总之，请允许我向这位作者，表达我个人的一点微不足道的小小敬意","685","","",""
"","comment-001372","2026-04-22T12:46:09Z","2026-04-22T12:46:09Z","user-0234","213","感觉二副之前都是很正常的跳拍小歌的感觉，二副的手顺在加上hold后就有点难懂了，感觉铺师在后面的创新上有些发力过猛，可以在排键上多考虑考虑，这也导致了二副的结构感觉有点混乱。","700","","",""
"","comment-001373","2026-05-03T06:27:05Z","2026-05-03T06:27:05Z","user-0126","287","神曲神谱，不过还是得指出一点：这首曲的 BPM 变化复杂程度超乎想象，建议不要定 181 BPM 再使用 48 分音采音，虽然上机只有爵感，但是仔细分析绝赞为什么落了，就会意识到 BPM 的问题。严格来说，段落严格划分之后才能评结构是否合理，现在只能说，感觉是对的。

我非常非常非常认可谱师本人的水平，配置足够贴歌和丰富。如果能够处理 BPM 的问题，我希望在某个赛场上看到它作为看门曲出现。我还是得扣采音合理的分，但是这首曲实在是太难标定 BPM 了，在已经写到这个水平的情况下，我其实不舍得扣分。","865","","",""
"","comment-001374","2026-05-08T03:24:50Z","2026-05-08T03:24:50Z","user-0231","56","整体写的很流畅，没有合理性方面的问题，结构递进不错，采音也较为合理
一副开始那段谱师直接采了背景的鼓组，这里我觉得把人声的332节奏凸显出来会更好一点；
727cb左右的touch带了烟花会略显奇怪，背景并没有重音。不是很理解谱师这边的思路；
此外个人感觉二副相对于一副的变化可能略微小了点，可以尝试多使用一些差异化的思路去处理。
综上，是一张不错的良谱","835","","",""
"","comment-001375","2026-05-02T02:54:06Z","2026-05-02T02:54:06Z","user-0050","270","首先简介里也提了，卡拉ok。这么踩也可以，但实践起来效果不是很好。与另一个评论不同的是，我觉得应该是主歌不要跟人声。比如主歌a段，给我的感觉就是跟人声但想不到什么好的配置，就只能写的很随便，可能还不如普通的打拍子。反而是前奏和不硬跟人声的主歌b段会比较好。

两段副歌我感觉是有点太相似了，最好能再做些区分。例如第一段副歌可以先不用上扫键这种，留到第二段再用，能更好区分与递进。

结尾右手扫键接878这种问题最好也避免一下，开头也可以先不用单手抗这种一上来就上强度的。","535","","",""
"","comment-001376","2026-04-20T13:35:20Z","2026-04-20T13:35:20Z","user-0258","202","有点强？！
身体调动很有意思，星星品味非常对我胃口
其实这个还挺像我自己会写出来的东西的，所以给不出太具体的建议了（
宽泛的建议倒是有一点，感觉这个歌本身的情感表达不需要如此之多的大调动，其实跟评论区里金框老外想表达的是一个意思。在星星上做一些减法可能会好很多。可以试着尽量多用tap和touch去表达歌的情感","768","","",""
"","comment-001377","2026-04-16T18:35:10Z","2026-04-16T18:35:10Z","user-0009","24","结构非常完善的一张谱面，采音让人感觉很清爽，说一写简单的建议
二副排键感觉比一副要好很多，（尤其是一副）有几个16分接换手启动可以再考虑一下摆位，目前大多都要飞手。一副一个小复沓好像二副里没有跟着使用有一点可惜
solo段感觉略显保守，开头有一些原地打拍子有点呆了
结尾的摆键有点神鬼二相性，三个一组的交互摆得很不错；但是一部分尤其最后一段，左右手的位移量差别有点大，稍微有一些毁手感","798","","",""
"","comment-001378","2026-04-13T23:58:15Z","2026-04-13T23:58:15Z","user-0225","172","辛苦了
感觉整体采音可以再打磨一下，舍掉的音不少并且感觉采音很杂乱，一下在跟人声一下去跟别的音了，感觉可以多采一些的，像277往后就直接停住不采16分vocal了其实感觉怪怪的，前后都是采人声的段落，有一种采音思路明明没变却舍掉了一段音的感觉，可能是为了留空白给后面的星星？但是感觉其实有更好的办法。以及两段副歌都存在的问题就是感觉到因为采的音比较少导致看起来空空的，多采一些装饰音可能会更好
开头146-199感觉对于这一段来说略难，毕竟这一段的情绪其实并不高，但是用了个比较能调动位移的配置其实个人觉得不是很合适
整个谱副歌外的配置写的可能有点多了，看起来有点配置大杂烩，就比如277和307combo处明明人声都是一个节奏型却用了两个不同的配置，或许统一一个写法会好一些？但是这样的情况下两段副歌却又复制粘贴了一个完全相同的星星组，也许可以试试对两段副歌的配置做一下渐进，虽然这个星星组确实很有趣但是两段副歌都在重复的话有趣性可能就会打折扣。。
其他的问题感觉其他评论都说完了呀我也没有什么别的可以说了。。。总之感觉可以再打磨一下！加油
以上为个人审美出发的评论，感谢创作","535","","",""
"","comment-001379","2026-04-27T12:18:10Z","2026-04-27T12:18:10Z","user-0247","39","初看会觉得有些像强度分配不合理的谱面，过了两遍下来意外地ok。
在强调歌曲叙事的同时也尽量向官谱压强度的方向去设计在会场里也是比较少见的思路。
ppqq星星的应用很好发挥了圆滑过渡的特点，主歌是私心全曲最喜欢的部分。
整体长星星的使用略多，中后盘适当大胆地补几个强鼓点的采音或许能比较好地填上强度曲线！","768","","",""
"","comment-001380","2026-04-15T14:41:16Z","2026-04-15T14:41:16Z","user-0170","69","整体的内容量推进几乎全靠星星了，强度非常爆炸的同时并没有很好的留下记忆点；副歌进行和结尾的月光舞池变种还不错，如果能做好强度平衡同时压一下星星在别的段落里的存在感应该可以更上一层楼","580","","",""
"","comment-001381","2026-04-13T06:04:49Z","2026-04-13T06:04:49Z","user-0047","131","感谢评论!递进的话其实有努力去做，可能不是很明显xd
 键盘的摆键其实是故意去写的没那么正常，想以此尽量提供一种『怪』感觉来贴歌本身的氛围","0","","comment-001782","2026-04-13T06:04:45.884Z"
"","comment-001382","2026-04-22T19:38:04Z","2026-04-22T19:38:04Z","user-0076","128","哦对了，被金色英语评论拉闸的朋友别伤心，看看他给这张谱的分数吧。","0","","comment-000580","2026-04-22T19:38:03.213Z"
"","comment-001383","2026-04-15T06:54:10Z","2026-04-15T06:54:10Z","user-0173","44","感谢您的评论，2>5的星星是想做一种“前进”的感觉，在不同场景下进行漫步的质感，不过看起来没有表现好，短直线确实是个不错的想法，受教了；第一段两组同时结束的蓝星星的信息量是故意的，想在这里放一些让人思考的星星；536的1-5不会被带走，已经测试过，还请放心游玩，总之感谢您的回复，祝您在比赛玩的开心，愿您在比赛中找到自己的马克笔","0","","comment-001412","2026-04-15T06:54:10.135Z"
"","comment-001384","2026-04-16T15:19:30Z","2026-04-16T15:19:30Z","user-0004","171","Jokes aside, I truly feel the absolute fun you had while charting this. And I don't want to take that away from you. I hope you enjoyed charting this as much as I had when I watched it. Thank you for your hard work.","0","","comment-003026","2026-04-16T15:19:32.014Z"
"","comment-001385","2026-05-05T15:18:36Z","2026-05-05T15:18:36Z","user-0122","293","2：02确实是我留下来的小巧思，一个是为了押歌词的“寂寞”意象，所以相对前面的同头th来说都只有一个th在铺面上，另一个是为了测试一种这种在星星段写不出来的配置看看能不能在th上写。
选曲问题这点，感觉大家都有认为配置的表现和歌曲的情感不怎么匹配，对此我也没什么办法，目前还不清楚大家对touch和非cth能承担多重的音色和情绪还不了解，只能这样先将就着表现了。
感谢你的评判，祝你在这次mmfc玩得开心！
~（是不是打问题打一半突然就交了呀，问题只说了一个呢）~","0","","comment-003887","2026-05-05T15:18:35.829Z"
"","comment-001386","2026-04-16T16:41:37Z","2026-04-16T16:41:37Z","user-0049","125","这个我喜欢，整体思路很合我口味
不过后面的轴交互有点毁手感，参考hb和马宝蓝
408cb左右的采音没太听懂在采啥
结尾还可以再做改进，略微有点普，整体是个挺爽的14","768","","",""
"","comment-001387","2026-05-09T03:39:20Z","2026-05-09T03:39:20Z","user-0012","256","总体上最大的缺点还是主歌强度太高了并且手感也不太好，以及结尾那个5pp8太容易绿了。其他地方还行，最后那个1234567挺有创意的，","700","","",""
"","comment-001388","2026-04-17T22:27:43Z","2026-04-17T22:27:43Z","user-0104","35","初看感觉写的很杂，上手打了发现其实比初看谱面的时候感觉要好，但重复的东西太多，touch和星星用的太冗杂了，打到后面会感觉有点无聊和视觉疲劳，感觉整张谱少了那么点眼前一亮的感觉。手感方面感觉很多地方的排键都需要再考虑一下，例如开头84cb的4253，并没有引导左手去打4号键，后面同理，不过bpm不高能硬抗也还行。
个人感觉整体谱面还需更加打磨一下。谱师辛苦了，祝获得好成绩。","618","","",""
"","comment-001389","2026-04-27T14:01:34Z","2026-04-27T14:01:34Z","user-0214","246","整体的低bpm逻辑和结构还是做得挺不错的，一些自由手顺设计也比较喜欢；如果能稍微收敛一下星星的铺排比如间奏，做一些更独特更饱满的键盘的话，我觉得会大幅提升游玩的爽感。目前而言部分星星设计在游玩体验上还是有一些拖沓，没有很契合原曲的摇摆和漫步感。总之感谢您的创作！","730","","",""
"","comment-001390","2026-04-11T14:30:18Z","2026-04-11T14:30:18Z","user-0260","138","Very creative chart in terms of visuals. The use of touch holds at the end of a slide is surprising. There are a few noticeable issues though:

First of all, despite the pattern looking unique, the actual playing experience is exactly the same as the common alternating slide pattern (I don't know the proper way to call that). Basically, it plays the same with or without the touch hold. At first glance it is interesting, but I wouldn't call it fun.

Secondly, I feel like the 2nd chorus you could have introduced more variations to the core pattern instead of merely change the change of the slides. The current version appears a bit stiff.

Thirdly, 309 combo jumpscare. I'm not even sure if it's playable.

Lastly, the pattern starting at 130 combo. I don't think it's a good idea to force players to handle touch while being restricted by a touch hold, but I can see why it's used here. The problem is at 159 combo where player would expect another touch, guided by the previous patterns. It feels unnatural to suddenly switch to a tap.

Nevertheless I appreciate your work putting this unique idea in a well structured chart. Keep improving.","633","","",""
"","comment-001391","2026-04-11T16:12:53Z","2026-04-11T16:12:53Z","user-0134","140","看到14+咯噔一下，我应该是不适合评14+的。
写的很用力。
创意还可以，尝试用了一些实验性的touchhold配置，手感个人感觉有点烂，不过14+的话就不太好评手感了。","700","","",""
"","comment-001392","2026-04-12T18:07:18Z","2026-04-12T18:07:18Z","user-0120","78","194cb，Ch存在可能的遮挡问题。尤其是双押接Ch，点Ch的手比较自由，不可控。但是Ch尽量不要接3456应该成为共识，这属于强硬的记忆点
373cb，同样是Ch接6543的问题，不赘述了
575cb，管子+单点的组合，位移强度较大，可能是全曲最有印象的位移
谱子随着歌曲的行进，结构变化并没有较为明显的层次感（当然这个歌就长这样，也是比较无奈），可以尝试对配置做出比较明显的区分来强行分层？除了提到的管子飞手，其他地方的位移和配置并没有感受到相对明显的大区分
最后二十秒和开头也并没有什么本质区别，对于特殊音色来说，前半段的表现很优秀，但是感觉结尾在采音上可以略微做出一点区分度，目前感觉略显单调
整体相当流畅，也不存在什么原则性错误问题，很稳健","783","","",""
"","comment-001393","2026-04-14T16:24:03Z","2026-04-14T16:24:03Z","user-0004","114","这个谱给你得太逼了，我中文都露出来了。

From the moment I saw the head bonk touch I was already invested with your chart. I really don't know what to say because clearly this is a chart that was made with only pure enjoyment in the mind of the charter. I really don't want to take the fun out of it so I will just say that you did your job really well and I also too had fun playing along the chart.

If you want my recommendation, I think the touches at Combo 488 could be ex slams from 7/8, to 3/4, and then when it flips, you an do a ex break slams from 1/2, to 5/6, since you were planning to fuck all, just go fuck all.

The ending was surprisingly easy to read. Though the patterns leading up to the ex spin could use some variation. I think you can watch how they did for Zunda Party Night instead. Yes it might be a repeat of the front, but maybe picking a different sound would help with a different chart structure? Just my two cents.

Anyways, this was cute. 赛后认识认识。 Thank you for your hard work.","700","","",""
"","comment-001394","2026-04-28T11:30:56Z","2026-04-28T11:30:56Z","user-0171","241","嘶。。。好实验性质的谱面和剪曲啊
实话说不太符合我的审美，但我会给一个比较高的分
谱面有一些地方会有点败好感，比如开头的hold尾采音啊，，开头的a区touch扫跳脸还有一些小地方难度骤升但又很快落下
这种纯渐升的难度曲线，，，，有利有弊把我觉得 会让人印象深刻并且有研究的欲望，但坏点是很考验渐升的合理性和平滑性，很考验谱师对难度曲线和基本功的掌握
我个人觉得还是没太做到位，曲线看起来不是很平滑，而且三副的难度也确实升的有点高和骤，还有一些小难点不知道是不是故意增加纪记忆点的手段（我个人的话其实觉得这样增加记忆点略有点土）
不过能这样写还是很厉害的，是一条不同和别人的赛道呢 加油","835","","",""
"","comment-001395","2026-04-11T16:26:08Z","2026-04-11T16:26:08Z","user-0006","39","撞尾好多，从开头第一个星星就蹭tap，还有306cb这里星星撞绝赞之类的。、
纵连虽然带套了但是这个位置加后面要接的东西手感很烂
副歌每一段写的都不一样 信息量太大了 显得谱很杂乱","483","","",""
"","comment-001396","2026-04-12T13:41:33Z","2026-04-12T13:41:33Z","user-0170","13","；{16}4xv5[8:1],4x-2[8:1],4x,4x,你要的快星星；
{16}8x-6[8:1],8xz4[8:1],8x,8x,,,,,你要的快星星；这两段的四条星星时值处理比较粗糙，尽量保证两条星星速度近似；最后一段vocal段底子还不错，但是没有跟前面的drop段和主歌做出区分度（配置和强度都差点意思）
其实说了这么多看起来拆的很细很认真评论了，但本质上就是我一开始说的内容的展开，场内几百张谱我肯定不能每张都挑这么细啊，但并不是代表我敷衍地对待了任何一张谱面，望你谅解","0","","comment-003924","2026-04-12T13:41:32.769Z"
"","comment-001397","2026-05-03T01:53:51Z","2026-05-03T01:53:51Z","user-0229","283","很有官谱感觉的一张谱面。结构清晰，谱面简洁，同时又做到了准确把控情绪，基本挑不出什么问题。对于比赛而言有点缺乏创新性，不过个人认为是一张不错的谱面(好き)！
643cb后如果能相较前面在采音或配置多一点变化就更好了。","850","","",""
"","comment-001398","2026-04-12T11:38:48Z","2026-04-12T11:38:48Z","user-0059","9","我其实很喜欢这种风格的谱，概念谱面在我这里很加分的。
不过我还是有点点失落...

[内容已隐藏]
---
提个很小的问题:
是为了博谁一笑而表演吗的吗那一个绝赞，好大的恶意，我觉得换一个位置也要比放在1号键好打。

如果光是这样看的话我确实很喜欢这个了。

---
|合理性|可玩性|创意性|
|---|---|---|
|x|x|x|
|也没啥采音问题|学习成本过高导致很难有可能能打第二遍|那个谁粉丝|
---
我喜欢这个谱，但是给分依旧是我的标准，如果可以的话我想要在赛后认识一下谱师先生/小姐，莉莉白也很想写出这样的谱。
感谢谱师的创作，祝愿你在MMFC13取得优秀的成绩，玩的开心，我喜欢你！
[内容已隐藏]","730","","",""
"","comment-001399","2026-05-03T21:10:42Z","2026-05-03T21:10:42Z","user-0017","287","您好 您也辛苦了
我对歌曲氛围感的理解是混乱与压迫感，已经通过没有核心的摆键体现出来了，您可以说一下您认为有什么氛围感是我没有表现出来的，或者说一下您对蜘华室这首歌独到的理解。此外对于摆键的节奏提示我做得相对明显，可以检查谱面文件以确认此部分，如有遗漏，方便的话请具体指出，不胜感谢。","0","","comment-003384","2026-05-03T21:10:41.850Z"
"","comment-001400","2026-04-10T02:51:13Z","2026-04-10T02:51:13Z","user-0102","49","初次见到tap+hold来回切换来表达“ガブチ”确实还挺惊艳的，然而后面的部分频繁出现这个要素，作为核心配置的话是不太合适的，从手感上来说这是一个运手相当紧张且很吃定位力的配置，太过频繁地出现我认为会十分影响游玩体验，玩家的思路会由“哇这个配置好有意思”转变为“我去这配置也太阴了我该怎么应对”，陷入一种没必要的疲于奔命感。除此之外的部分我个人认为踩音的取舍还是有所欠缺，第一段副歌前的强度偏高，导致后面的间奏游玩体验稍显重复（特指几乎一模一样的散打段）。抛开这些缺陷，这张谱的情绪表达相当到位，看着就爽（上手你别问.jpg）配置都很贴歌，这个“ガブチ”的写法我真挺喜欢的，如果能解决一下手感问题就更好了！","700","","",""
"","comment-001401","2026-04-14T03:23:39Z","2026-04-14T03:23:39Z","user-0161","122","部分配置是伪多押，有些touch的位置压到了星星轨迹上所以观感比较怪，有些hold和星星头在一个键所以影响了启动拍的判断，也缺少一个充满记忆点的配置。不过整体上还是一个有思路和结构的星星谱。","633","","",""
